category,name,description,serial,productionDate,price,currency,authorised,inStock,compatibleBrands,limitedEdition,safetyCritical,hazardousMaterial
Engine System,Glow Plugs (Diesel) 1DV,Generic Glow Plugs (Diesel),IFAT-4DEE-5367-C9AB,2025-09-18,1947.58,EUR,True,False,"Nord,Feramborghini",True,True,True
Engine System,Drive Belt Q66,"Drives alternator, AC compressor, etc.",IFAT-A9F9-4F28-184F,2019-08-18,1818.55,EUR,True,True,"Feramborghini,Mecentley,WV",True,False,True
Engine System,Serpentine Belt D5S,Drives multiple engine accessories.,IFAT-D187-538B-FBD2,2016-10-23,1058.53,EUR,True,True,"Mecentley,Nord",True,False,True
Engine System,Camshaft K1C,Operates the engine’s valves via lobes.,IFAT-6AE3-0C87-72FF,2022-12-10,273.51,EUR,True,False,"Nord,Feramborghini,Mecentley,BMV",True,False,True
Engine System,Tappets / Lifters QA8,Generic Tappets / Lifters,IFAT-CDFB-06C2-323F,2017-02-04,684.42,EUR,True,True,"BMV,Feramborghini,WV,Mecentley,Nord",True,False,True
Engine System,Distributor O21,Distributes spark to the correct cylinder.,IFAT-8247-0B7C-DD65,2022-11-11,1322.95,EUR,True,True,"WV,Nord,Mecentley",False,True,True
Engine System,Oil Filter 7FA,Removes contaminants from engine oil.,IFAT-CE65-4F8A-4937,2019-03-08,82.5,EUR,True,True,"Mecentley,Nord,Feramborghini,WV",False,False,False
Performance Parts,ECU Tuner JI8,Modifies engine parameters for higher performance.,IFAT-823E-0086-CCDF,2017-06-15,298.14,EUR,True,True,"Nord,Mecentley,WV,BMV",False,True,False
Performance Parts,ECU Tuner JV4,Modifies engine parameters for higher performance.,IFAT-D443-C24F-D8BC,2017-02-03,1317.41,EUR,True,True,"Mecentley,Feramborghini,WV,BMV,Nord",True,False,True
Performance Parts,Turbocharger Kit DSZ,Forces extra air into combustion for more power.,IFAT-EDBD-1F18-A4E0,2023-03-05,711.95,EUR,False,True,"BMV,Nord,Mecentley",False,True,False
Performance Parts,Cold Air Intake GEZ,Increases engine airflow for better combustion.,IFAT-E8C3-05F9-2BC1,2019-04-19,302.85,EUR,True,False,"Mecentley,Feramborghini",True,True,False
Performance Parts,Supercharger Kit 04P,Compresses intake air for increased engine power.,IFAT-55B9-29B3-59D8,2024-01-15,1991.72,EUR,False,False,"WV,Feramborghini,Nord,BMV,Mecentley",True,False,True
Performance Parts,Blow-Off Valve 5WL,Releases excess turbo pressure to prevent damage.,IFAT-9681-CE27-F3E6,2024-05-01,120.61,EUR,True,True,"BMV,Mecentley,WV,Feramborghini",True,True,False
Performance Parts,High-Flow Catalytic Converter 4JZ,Improves emissions flow for tuned engines.,IFAT-83E4-A004-7834,2020-10-03,985.42,EUR,True,True,BMV,True,False,False
Performance Parts,Blow-Off Valve 6WX,Releases excess turbo pressure to prevent damage.,IFAT-1179-C74D-8924,2015-10-07,209.43,EUR,True,True,Feramborghini,True,True,True
Performance Parts,Cold Air Intake M73,Increases engine airflow for better combustion.,IFAT-F0C2-9282-11CA,2018-09-25,923.08,EUR,True,True,"BMV,Feramborghini,Mecentley",False,True,True
Performance Parts,High-Flow Catalytic Converter 5CB,Improves emissions flow for tuned engines.,IFAT-D465-6ADB-4D1A,2022-11-04,1269.93,EUR,True,False,"Nord,WV,Mecentley",False,True,True
Performance Parts,Supercharger Kit OBZ,Compresses intake air for increased engine power.,IFAT-EBE1-2F78-428B,2019-08-20,186.43,EUR,True,True,"Mecentley,Nord",True,False,False
Performance Parts,Aftermarket Camshaft MWX,Alters valve timing for performance tuning.,IFAT-ADE2-1196-8907,2021-08-31,1325.03,EUR,True,True,"Mecentley,Nord,BMV,Feramborghini,WV",False,False,False
Performance Parts,Intercooler OKL,Cools compressed air before it enters the engine.,IFAT-7E39-BEC8-8819,2025-04-14,1937.06,EUR,True,True,"Feramborghini,WV,Mecentley,BMV",True,True,True
Performance Parts,Performance Exhaust 14C,Reduces backpressure and improves exhaust flow.,IFAT-C526-1FF4-6360,2016-04-04,254.85,EUR,True,True,"Feramborghini,Nord,Mecentley,BMV",True,False,True
Performance Parts,Supercharger Kit JFB,Compresses intake air for increased engine power.,IFAT-8777-C853-A6EC,2015-11-08,152.53,EUR,True,True,"BMV,WV,Mecentley,Nord",True,False,False
Performance Parts,Cold Air Intake NAI,Increases engine airflow for better combustion.,IFAT-9341-A72A-60C6,2024-02-19,722.02,EUR,False,True,Mecentley,False,True,False
Performance Parts,Blow-Off Valve JRS,Releases excess turbo pressure to prevent damage.,IFAT-3C09-52C7-BCBB,2019-08-26,761.33,EUR,True,False,"Feramborghini,Mecentley",False,True,False
Performance Parts,Supercharger Kit BQ2,Compresses intake air for increased engine power.,IFAT-BBEB-E083-D36E,2020-02-28,410.02,EUR,True,True,"WV,Nord,BMV,Feramborghini",True,True,False
Performance Parts,ECU Tuner GD1,Modifies engine parameters for higher performance.,IFAT-3C56-B050-7D90,2019-10-17,1809.53,EUR,True,True,"WV,BMV",True,True,True
Performance Parts,High-Flow Catalytic Converter TA0,Improves emissions flow for tuned engines.,IFAT-7CD0-FC5E-0F2C,2016-05-08,975.57,EUR,False,True,Nord,False,True,False
Performance Parts,Cold Air Intake UYB,Increases engine airflow for better combustion.,IFAT-4C0F-D039-410A,2021-10-28,1281.33,EUR,False,True,"Feramborghini,WV,Nord,Mecentley,BMV",True,True,True
Performance Parts,Performance Exhaust 6T5,Reduces backpressure and improves exhaust flow.,IFAT-6165-55C4-3B2F,2023-04-30,1180.83,EUR,True,True,"Mecentley,BMV,Nord",True,False,False
Performance Parts,Intercooler W00,Cools compressed air before it enters the engine.,IFAT-783A-2ECE-26D2,2019-09-15,718.27,EUR,True,True,"BMV,Nord,WV,Feramborghini",True,True,True
Performance Parts,Performance Exhaust DZO,Reduces backpressure and improves exhaust flow.,IFAT-A5DD-4DEE-097D,2019-08-11,1950.15,EUR,True,True,"Nord,Mecentley,BMV,WV,Feramborghini",True,False,True
Performance Parts,Cold Air Intake 5PH,Increases engine airflow for better combustion.,IFAT-D4CA-CDBA-FF08,2015-06-19,1801.22,EUR,True,False,"WV,Feramborghini",False,True,True
Performance Parts,High-Flow Catalytic Converter KLV,Improves emissions flow for tuned engines.,IFAT-2415-CC53-E927,2018-03-01,1039.34,EUR,True,True,"WV,Nord",False,False,True
Performance Parts,Cold Air Intake O8U,Increases engine airflow for better combustion.,IFAT-A32E-5E07-0FE1,2023-02-12,304.64,EUR,True,True,WV,True,False,True
Performance Parts,ECU Tuner ETY,Modifies engine parameters for higher performance.,IFAT-40C9-266B-FE7F,2017-07-20,641.29,EUR,True,True,"Nord,BMV,Feramborghini,WV",False,False,False
Performance Parts,Intercooler 72K,Cools compressed air before it enters the engine.,IFAT-E057-D51B-FBD7,2015-08-28,1184.56,EUR,True,True,"BMV,Mecentley",False,True,True
Performance Parts,Turbocharger Kit ZBW,Forces extra air into combustion for more power.,IFAT-E458-34F4-2323,2015-01-26,942.46,EUR,True,False,Feramborghini,True,True,False
Performance Parts,Aftermarket Camshaft 7AB,Alters valve timing for performance tuning.,IFAT-0172-5DE9-20C2,2018-07-11,1320.34,EUR,True,True,"BMV,Mecentley,Nord,WV",False,False,False
Performance Parts,Aftermarket Camshaft NX3,Alters valve timing for performance tuning.,IFAT-0E59-BEDF-1F55,2025-01-29,1958.38,EUR,True,True,"BMV,Nord,WV,Mecentley,Feramborghini",True,True,True
Performance Parts,Turbocharger Kit GAW,Forces extra air into combustion for more power.,IFAT-E807-90B7-70B9,2025-02-06,553.19,EUR,True,True,Mecentley,False,True,False
Performance Parts,High-Flow Catalytic Converter 7NC,Improves emissions flow for tuned engines.,IFAT-86D4-E5C5-B364,2016-09-20,779.22,EUR,False,True,"Mecentley,WV,Feramborghini",True,True,True
Performance Parts,Aftermarket Camshaft 0XK,Alters valve timing for performance tuning.,IFAT-37DE-72D2-BD03,2016-11-08,55.27,EUR,True,True,BMV,True,True,True
Performance Parts,Intercooler UW0,Cools compressed air before it enters the engine.,IFAT-A554-8DE8-B22A,2017-12-10,619.67,EUR,False,False,Mecentley,True,False,False
Performance Parts,Cold Air Intake 62C,Increases engine airflow for better combustion.,IFAT-0089-3F32-7540,2018-02-07,501.87,EUR,True,True,"Mecentley,Nord",True,True,False
Performance Parts,ECU Tuner 7E8,Modifies engine parameters for higher performance.,IFAT-298B-F48D-D7CE,2024-04-06,747.9,EUR,True,True,Feramborghini,True,True,False
Performance Parts,ECU Tuner 0C5,Modifies engine parameters for higher performance.,IFAT-C075-77C9-F6EA,2022-07-11,1953.82,EUR,True,False,"Mecentley,WV,Feramborghini,BMV,Nord",False,True,False
Performance Parts,High-Flow Catalytic Converter A8B,Improves emissions flow for tuned engines.,IFAT-C52A-90E2-B371,2023-04-14,1328.07,EUR,True,True,"WV,Feramborghini,Mecentley",True,False,False
Performance Parts,High-Flow Catalytic Converter HT7,Improves emissions flow for tuned engines.,IFAT-2DF3-530B-9E57,2015-03-17,118.17,EUR,True,False,"Mecentley,Nord,WV,BMV",True,True,False
Performance Parts,Performance Exhaust E2Q,Reduces backpressure and improves exhaust flow.,IFAT-ABF2-4E13-A8AD,2021-03-29,860.9,EUR,True,True,"WV,BMV,Feramborghini,Mecentley,Nord",True,True,True
Braking System,Slotted Brake Rotors CIU,Improves heat dissipation under hard braking.,IFAT-78D8-04E1-A4F3,2022-06-11,1191.62,EUR,True,True,"Nord,WV,Feramborghini,BMV,Mecentley",True,True,True
Braking System,Brake Pedal 1LI,Generic Brake Pedal,IFAT-3D5E-8DAA-E30B,2025-02-17,25.5,EUR,True,True,"Nord,BMV,WV,Feramborghini,Mecentley",True,False,False
Braking System,Brake Rotors ZKY,Discs that brake pads clamp onto.,IFAT-498C-49B0-33B9,2018-09-12,1069.24,EUR,True,False,"WV,Nord,BMV",True,True,False
Braking System,Brake Lines FX0,Carry brake fluid to braking components.,IFAT-2CBE-CE91-264E,2020-06-19,1783.5,EUR,True,True,Mecentley,False,False,False
Braking System,Brake Master Cylinder A92,Generic Brake Master Cylinder,IFAT-B110-6E36-BF9E,2016-05-27,1930.09,EUR,True,True,WV,False,True,False
Braking System,Brake Rotors / Discs DP7,Generic Brake Rotors / Discs,IFAT-C32A-2D4E-351C,2016-06-24,278.17,EUR,True,True,"Nord,Mecentley,Feramborghini",True,False,False
Braking System,Brake Booster 889,Generic Brake Booster,IFAT-7A9E-5EA1-2149,2018-11-23,423.82,EUR,True,True,"WV,Feramborghini",False,True,True
Braking System,Brake Calipers FKA,Generic Brake Calipers,IFAT-7D78-47B6-85E0,2017-04-16,403.91,EUR,True,True,"Feramborghini,BMV,Mecentley,WV,Nord",False,True,False
Braking System,ABS Sensors UKG,Generic ABS Sensors,IFAT-9332-1EC0-CD0E,2025-11-07,1746.26,EUR,True,False,"Feramborghini,WV,BMV",True,True,True
Braking System,Slotted Brake Rotors 6EJ,Improves heat dissipation under hard braking.,IFAT-C39F-DE7B-42BC,2019-05-26,1944.91,EUR,True,True,"WV,Feramborghini,Mecentley",True,True,True
Braking System,Brake Booster 7PX,Generic Brake Booster,IFAT-9F94-49B6-9A06,2017-10-05,1582.1,EUR,False,False,"Feramborghini,Nord,Mecentley",True,True,True
Braking System,ABS Sensors Q8N,Generic ABS Sensors,IFAT-3B7C-D881-F319,2018-06-16,126.01,EUR,False,True,"Nord,WV,BMV,Feramborghini,Mecentley",False,False,True
Braking System,Brake Master Cylinder LAL,Generic Brake Master Cylinder,IFAT-CFEC-3B39-2B26,2015-06-15,1021.85,EUR,False,False,"Feramborghini,WV,Mecentley,Nord",False,False,True
Braking System,Brake Pads 1Y8,Press against rotors to slow down the vehicle.,IFAT-325C-13AE-44F9,2025-03-07,984.93,EUR,True,True,"BMV,Feramborghini",True,False,True
Braking System,Brake Pedal MWP,Generic Brake Pedal,IFAT-69F0-B8FC-589A,2023-09-25,890.65,EUR,True,True,"WV,BMV",True,False,True
Braking System,Brake Pedal BNZ,Generic Brake Pedal,IFAT-50F6-353E-FAF3,2023-01-18,1604.73,EUR,True,True,"Feramborghini,Mecentley",True,True,True
Braking System,Brake Rotors Z5Q,Discs that brake pads clamp onto.,IFAT-F192-8EFF-8FE8,2023-12-24,1947.62,EUR,True,True,"Nord,Mecentley,BMV,Feramborghini",True,False,True
Braking System,Brake Calipers O2A,Generic Brake Calipers,IFAT-1C04-72FB-A850,2018-06-22,1924.71,EUR,False,False,"WV,BMV,Mecentley",False,False,False
Braking System,Handbrake / Parking Brake VYE,Generic Handbrake / Parking Brake,IFAT-5D4F-07E0-F1A0,2023-12-11,1686.88,EUR,True,True,"WV,Nord",True,True,True
Braking System,Brake Master Cylinder P9N,Generic Brake Master Cylinder,IFAT-8EC6-17A3-568B,2021-01-29,1750.51,EUR,True,True,"WV,Nord",True,True,True
Braking System,Brake Pads 849,Generic Brake Pads,IFAT-414E-BB12-E073,2016-07-25,636.89,EUR,True,True,"Feramborghini,BMV,Mecentley,Nord,WV",True,True,False
Braking System,Brake Calipers EUV,Houses the brake pads and pistons.,IFAT-95D0-65D2-6363,2017-11-01,1141.45,EUR,False,True,"Nord,Mecentley,WV",True,True,True
Braking System,Handbrake / Parking Brake 3OT,Generic Handbrake / Parking Brake,IFAT-5EAF-BF26-1BBC,2022-04-11,1123.9,EUR,False,True,"BMV,WV,Nord,Mecentley,Feramborghini",True,False,False
Braking System,Brake Shoes DKC,Generic Brake Shoes,IFAT-2D55-198A-68B0,2015-12-07,500.48,EUR,True,False,"BMV,Mecentley,Feramborghini,WV,Nord",False,False,False
Braking System,Brake Booster WC1,Generic Brake Booster,IFAT-6FDD-46EC-40D5,2023-01-13,1801.5,EUR,False,True,Nord,True,False,False
Braking System,Performance Brake Pads 1X6,Designed for high-temperature stopping.,IFAT-3C44-C674-7488,2023-03-24,994.06,EUR,True,True,Mecentley,False,False,True
Braking System,Brake Pads 8AR,Press against rotors to slow down the vehicle.,IFAT-505E-524A-D558,2018-12-29,1451.06,EUR,False,True,Nord,False,True,True
Braking System,Brake Booster S50,Generic Brake Booster,IFAT-5BD7-4358-3053,2017-10-02,1912.45,EUR,True,True,"Feramborghini,WV,Nord",False,True,False
Braking System,Brake Rotors / Discs LXJ,Generic Brake Rotors / Discs,IFAT-2D33-111E-5884,2019-08-15,1820.7,EUR,True,True,Nord,True,True,True
Braking System,Brake Shoes 5RT,Generic Brake Shoes,IFAT-27B7-A6D7-8F0B,2024-06-30,1096.56,EUR,True,False,"Feramborghini,BMV",False,True,True
Braking System,Proportioning Valve RNO,Generic Proportioning Valve,IFAT-4846-85CA-D046,2019-07-20,509.35,EUR,False,True,"Feramborghini,WV,Mecentley",True,False,False
Braking System,Handbrake / Parking Brake 797,Generic Handbrake / Parking Brake,IFAT-FB03-8B8A-3B3A,2020-12-01,43.19,EUR,True,True,"BMV,Mecentley,Nord,WV",True,True,True
Braking System,Brake Rotors / Discs UPE,Generic Brake Rotors / Discs,IFAT-790E-828C-8194,2021-06-09,705.03,EUR,True,True,"Mecentley,WV",False,True,False
Braking System,Brake Lines ZC5,Generic Brake Lines,IFAT-FFDB-5938-D6B9,2020-11-15,685.24,EUR,True,False,"Mecentley,WV,BMV",False,False,False
Braking System,Brake Pedal OUC,Generic Brake Pedal,IFAT-559E-507B-9C29,2019-09-29,1901.1,EUR,True,True,"Mecentley,BMV,WV,Nord,Feramborghini",True,True,False
Braking System,Performance Brake Pads BC5,Designed for high-temperature stopping.,IFAT-D90B-7B0B-05C4,2025-09-11,326.22,EUR,True,True,"WV,BMV,Nord,Mecentley",False,False,True
Braking System,Brake Shoes 0XM,Generic Brake Shoes,IFAT-B1B5-78DF-B3C7,2025-09-16,292.61,EUR,True,True,"WV,Feramborghini",True,True,True
Braking System,Brake Pads 8QV,Press against rotors to slow down the vehicle.,IFAT-6088-0AF8-428D,2020-10-13,1975.93,EUR,True,True,"Mecentley,BMV,WV,Feramborghini,Nord",True,True,True
Braking System,Brake Pads ZWJ,Press against rotors to slow down the vehicle.,IFAT-97C8-A79F-511A,2024-10-28,136.32,EUR,True,False,"Feramborghini,Mecentley,Nord,BMV",True,True,True
Braking System,Brake Fluid Reservoir DM7,Generic Brake Fluid Reservoir,IFAT-BBDF-8CA9-6810,2025-08-06,1428.52,EUR,False,False,Mecentley,True,True,True
Braking System,Brake Master Cylinder 6SO,Generic Brake Master Cylinder,IFAT-9970-4935-C2FF,2024-02-13,936.81,EUR,True,False,"WV,Nord,BMV",True,False,True
Braking System,Brake Shoes 26L,Generic Brake Shoes,IFAT-D67B-A7ED-B7CA,2024-07-11,1648.72,EUR,True,True,"Nord,Mecentley,BMV",True,False,True
Braking System,Slotted Brake Rotors DO7,Improves heat dissipation under hard braking.,IFAT-4084-2855-F6D4,2018-01-08,960.64,EUR,True,True,"WV,BMV,Nord",False,False,True
Braking System,Brake Booster MXZ,Generic Brake Booster,IFAT-4F09-E606-1D3A,2018-01-19,1018.31,EUR,True,False,WV,True,True,True
Braking System,Brake Booster 5DR,Generic Brake Booster,IFAT-FC5D-97C2-8B64,2022-12-30,1106.85,EUR,False,False,"Nord,Mecentley",True,True,True
Braking System,Proportioning Valve 5W0,Generic Proportioning Valve,IFAT-D3DD-ABDC-5074,2024-02-14,731.35,EUR,True,True,"BMV,Mecentley",True,True,True
Braking System,Proportioning Valve YDD,Generic Proportioning Valve,IFAT-29DB-714D-F59C,2020-03-27,1688.7,EUR,True,True,"Mecentley,Feramborghini,Nord,BMV",False,False,False
Braking System,Brake Drums 1Z4,Generic Brake Drums,IFAT-24A7-1FBD-DEF4,2020-12-28,444.05,EUR,True,True,"BMV,Mecentley,Feramborghini,Nord,WV",True,True,True
Braking System,Brake Lines BXL,Carry brake fluid to braking components.,IFAT-B31B-0DD5-810C,2025-05-06,613.35,EUR,True,False,"BMV,WV",True,False,True
Braking System,Proportioning Valve YJ7,Generic Proportioning Valve,IFAT-E781-0E56-976A,2021-10-09,1771.84,EUR,True,True,"Feramborghini,BMV,Mecentley,Nord",True,False,False
Braking System,Brake Pedal 9UM,Generic Brake Pedal,IFAT-62D2-AD0B-3D88,2024-05-23,185.92,EUR,True,False,"Mecentley,BMV",True,False,False
Braking System,Slotted Brake Rotors GBJ,Improves heat dissipation under hard braking.,IFAT-556A-461C-231E,2015-05-17,1307.29,EUR,True,False,"WV,Mecentley,Nord,Feramborghini",True,True,False
Braking System,Brake Lines H2N,Carry brake fluid to braking components.,IFAT-EF0C-461D-997E,2020-04-05,576.52,EUR,False,True,"Nord,WV,Feramborghini",True,False,True
Braking System,Brake Lines YQW,Carry brake fluid to braking components.,IFAT-82C2-3A2F-C1ED,2017-12-19,1836.25,EUR,False,False,Feramborghini,True,True,True
Braking System,Brake Drums JLJ,Generic Brake Drums,IFAT-127E-18EE-4D98,2025-02-09,514.03,EUR,True,True,"WV,Nord,BMV,Feramborghini",False,True,True
Braking System,Brake Master Cylinder P6I,Generic Brake Master Cylinder,IFAT-4C57-96F2-34BE,2015-07-26,1148.05,EUR,True,False,"Mecentley,Feramborghini,WV,BMV",True,False,False
Braking System,Proportioning Valve MUR,Generic Proportioning Valve,IFAT-5C91-0F75-ED99,2024-07-13,783.84,EUR,False,True,"WV,BMV",False,True,False
Braking System,Brake Calipers 577,Generic Brake Calipers,IFAT-5D6B-63DE-B130,2017-05-27,1413.95,EUR,True,True,Mecentley,False,False,False
Braking System,Brake Master Cylinder OXV,Generic Brake Master Cylinder,IFAT-ED90-CFF5-1835,2016-09-01,1599.62,EUR,True,True,"BMV,Nord,WV",True,True,False
Braking System,Brake Pads DO3,Generic Brake Pads,IFAT-6465-9631-5963,2024-10-10,509.06,EUR,True,True,"WV,BMV,Nord,Feramborghini",False,False,False
Braking System,Slotted Brake Rotors KTA,Improves heat dissipation under hard braking.,IFAT-4EF7-5056-89E7,2019-10-10,854.05,EUR,True,True,"BMV,Nord,Mecentley,Feramborghini,WV",True,True,False
Braking System,Slotted Brake Rotors 55U,Improves heat dissipation under hard braking.,IFAT-DEBF-2D61-7C43,2015-06-29,356.66,EUR,True,False,Nord,True,False,False
Braking System,Handbrake / Parking Brake EBK,Generic Handbrake / Parking Brake,IFAT-6409-793E-E985,2024-01-07,849.66,EUR,False,True,"Nord,Feramborghini,BMV",False,False,True
Braking System,ABS Sensors 7ZD,Generic ABS Sensors,IFAT-CE67-5C98-76B5,2024-10-26,1656.03,EUR,True,True,"BMV,WV,Mecentley,Nord,Feramborghini",True,False,True
Braking System,Brake Pedal BFM,Generic Brake Pedal,IFAT-3E0C-E3B8-BFBE,2016-12-01,1933.84,EUR,True,True,"Mecentley,Nord,WV",False,True,False
Braking System,ABS Sensors JZI,Generic ABS Sensors,IFAT-7080-FA53-86A6,2016-12-02,967.35,EUR,True,True,Feramborghini,False,True,True
Braking System,ABS Sensors KFA,Generic ABS Sensors,IFAT-8A11-8BE5-7A15,2016-10-18,1932.52,EUR,True,False,"BMV,Mecentley,Feramborghini,Nord",False,False,True
Braking System,Brake Lines L3X,Generic Brake Lines,IFAT-1600-DB7A-CD1F,2021-05-28,1696.15,EUR,False,True,"Nord,BMV,Feramborghini,WV",True,True,True
Braking System,Brake Master Cylinder H6B,Generic Brake Master Cylinder,IFAT-D934-0974-5DAF,2016-05-24,1566.4,EUR,True,True,"Mecentley,Feramborghini,Nord,BMV,WV",True,False,True
Braking System,Brake Pads A8F,Generic Brake Pads,IFAT-CB10-0965-3E0B,2020-03-04,233.59,EUR,True,True,"WV,Feramborghini,Nord",True,True,True
Braking System,Brake Pads IQ0,Generic Brake Pads,IFAT-18E1-4A34-B0C1,2020-07-30,1231.46,EUR,True,True,"Mecentley,Feramborghini",True,False,False
Braking System,Performance Brake Pads NY6,Designed for high-temperature stopping.,IFAT-33F8-AF24-4925,2023-11-15,1466.09,EUR,True,True,"Nord,WV,Feramborghini,Mecentley",False,False,True
Braking System,Brake Rotors HJ6,Discs that brake pads clamp onto.,IFAT-D01C-63FE-77EB,2021-07-30,879.93,EUR,True,True,"Feramborghini,BMV,Nord,WV",False,False,True
Braking System,Brake Lines DA6,Carry brake fluid to braking components.,IFAT-F46B-4220-51FA,2021-02-03,81.25,EUR,True,True,Mecentley,False,False,False
Braking System,Brake Drums L9Z,Generic Brake Drums,IFAT-5996-0D22-9C65,2025-11-03,23.82,EUR,True,True,"Feramborghini,Mecentley",True,True,False
Ignition System,High-Performance Spark Plugs O8G,Provide better combustion efficiency.,IFAT-32F4-7F7A-9732,2021-08-03,463.74,EUR,False,True,BMV,False,True,True
Ignition System,High-Performance Spark Plugs 3U1,Provide better combustion efficiency.,IFAT-E354-9554-8517,2015-12-22,798.21,EUR,True,True,"WV,Feramborghini,Nord",True,True,True
Ignition System,High-Performance Spark Plugs CNX,Provide better combustion efficiency.,IFAT-1A31-8CE8-FA5C,2020-11-17,1124.12,EUR,True,True,"WV,Mecentley,Feramborghini,Nord,BMV",True,False,False
Ignition System,High-Performance Spark Plugs 45T,Provide better combustion efficiency.,IFAT-8CB8-60D0-D8DC,2018-01-25,314.58,EUR,True,True,"Feramborghini,BMV,Mecentley,Nord,WV",True,True,True
Interior Components,Interior Trim Panels ZY3,Generic Interior Trim Panels,IFAT-EFF5-B394-2A02,2025-02-20,1338.02,EUR,True,False,"Feramborghini,WV,BMV,Mecentley",False,False,False
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) HU5","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",IFAT-CA48-13BB-1751,2019-05-07,193.05,EUR,False,True,WV,True,False,True
Interior Components,Dashboard BDS,Generic Dashboard,IFAT-6C55-53D7-0401,2017-03-09,1747.0,EUR,True,True,"WV,Nord,Mecentley,Feramborghini",True,False,True
Interior Components,Seats 2ED,Provide seating for vehicle occupants.,IFAT-5F27-0AB9-F3E3,2017-09-28,1925.17,EUR,True,True,"BMV,WV,Nord",True,False,True
Interior Components,Handbrake Lever K6W,Generic Handbrake Lever,IFAT-1454-7149-ED72,2019-10-23,1482.76,EUR,True,True,Nord,False,True,True
Interior Components,Seats 8BB,Provide seating for vehicle occupants.,IFAT-EA61-B433-2F34,2021-01-06,876.09,EUR,False,True,"Nord,BMV,Mecentley,Feramborghini,WV",False,True,False
Interior Components,Center Console 8HV,Generic Center Console,IFAT-6AEF-4ABC-6D2F,2021-09-20,1703.36,EUR,False,True,Nord,True,True,True
Interior Components,Dashboard LZZ,Houses instruments and controls in front of driver.,IFAT-958F-1C94-A1A4,2024-03-10,1476.86,EUR,True,True,"Nord,WV",True,False,True
Interior Components,Interior Trim Panels DEC,Generic Interior Trim Panels,IFAT-204D-C2C2-58B9,2021-07-06,350.87,EUR,True,True,"WV,BMV,Mecentley,Feramborghini",True,True,True
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) ZN2","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",IFAT-0908-81C6-ABED,2023-10-18,316.42,EUR,True,True,"WV,Feramborghini,BMV,Mecentley,Nord",False,True,True
Interior Components,Seats BDJ,Generic Seats,IFAT-C370-04EC-16A6,2019-04-24,1723.91,EUR,True,False,Mecentley,True,True,True
Interior Components,Glove Box 8NZ,Compartment for storing small items.,IFAT-D181-8F0E-38AB,2017-06-08,770.39,EUR,True,False,"Mecentley,Feramborghini,BMV,Nord",False,True,False
Interior Components,Seats AUO,Generic Seats,IFAT-5FD4-364E-309E,2016-03-29,1102.38,EUR,True,True,WV,True,False,False
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) 2PI","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",IFAT-3633-C2E6-DD70,2016-08-08,766.62,EUR,True,True,"Nord,Mecentley,Feramborghini,WV,BMV",True,True,True
Interior Components,Handbrake Lever 68X,Generic Handbrake Lever,IFAT-B958-A0C5-7CF6,2018-10-31,957.32,EUR,True,True,"BMV,Mecentley,Nord",True,True,True
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) ULY","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",IFAT-8D6B-C9CC-2A8A,2019-01-14,1726.38,EUR,True,False,"WV,Mecentley,Nord",True,False,True
Interior Components,Interior Trim Panels KSZ,Generic Interior Trim Panels,IFAT-5972-6E04-663D,2019-04-26,75.38,EUR,True,True,"BMV,Feramborghini",True,False,True
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) 327","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",IFAT-345E-7FD9-1F46,2024-10-03,415.77,EUR,True,True,Nord,False,False,False
Interior Components,Carpet KGJ,Generic Carpet,IFAT-947C-97D8-212E,2022-06-25,1518.83,EUR,True,True,"WV,Feramborghini,Nord,Mecentley,BMV",True,True,True
Interior Components,Dashboard WF2,Generic Dashboard,IFAT-759E-C152-69DA,2021-08-05,903.98,EUR,True,False,"Nord,Feramborghini",True,True,False
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) LQO","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",IFAT-6D6D-21FA-FDBF,2015-07-06,928.33,EUR,True,True,Mecentley,False,True,True
Interior Components,Sun Visors J6A,Generic Sun Visors,IFAT-3AC6-4C43-3881,2018-10-31,182.01,EUR,False,False,"Nord,WV,Mecentley,BMV",False,True,True
Interior Components,Interior Trim Panels HK3,Generic Interior Trim Panels,IFAT-99E7-A268-00E5,2015-10-18,76.09,EUR,True,True,"Nord,WV,Feramborghini,Mecentley",False,False,True
Interior Components,Seats 2LQ,Provide seating for vehicle occupants.,IFAT-B563-7C9A-9F01,2025-04-05,1536.38,EUR,True,True,"Mecentley,BMV,Nord,Feramborghini,WV",True,True,False
Interior Components,Interior Trim Panels VF5,Generic Interior Trim Panels,IFAT-47D7-DD63-E108,2020-01-28,1497.19,EUR,False,True,"Mecentley,Nord,Feramborghini,WV,BMV",False,True,True
