category,name,description,serial,production_date,price,currency,authorised,in_stock,compatible_brands,digitallyTracked,obsolete,customFabricated,limitedEdition,safetyCritical,ecoFriendly,hazardousMaterial,recalled
Body and Exterior,Wiper Blades 012,Generic Wiper Blades,FQS-0FEB-1FF5-FB0B,2021-05-12,1791.69,GBP,True,False,"Mecentley,Feramborghini,Nord,WV,BMV",False,True,True,False,True,True,True,False
Body and Exterior,"Bumpers (Front, Rear) 674","Generic Bumpers (Front, Rear)",FQS-D7E3-5B5F-3829,2025-12-19,1058.66,GBP,True,True,"Mecentley,WV,BMV",True,True,True,True,True,False,True,True
Body and Exterior,Trunk 058,Storage compartment at rear of vehicle.,FQS-BDFD-E9A1-AB18,2019-09-03,1451.93,GBP,False,True,BMV,True,False,True,True,False,True,False,False
Body and Exterior,Antenna 625,Generic Antenna,FQS-DE70-5DC2-C16F,2023-01-27,787.95,GBP,False,True,BMV,False,True,False,False,True,False,False,True
Body and Exterior,Hood 210,Covers the engine compartment.,FQS-0D90-8968-177E,2023-09-11,954.88,GBP,False,True,"Nord,BMV,Feramborghini",False,True,False,False,True,False,True,False
Body and Exterior,Doors 214,Allow entry and exit from the vehicle.,FQS-BC72-C7B8-E2A1,2016-09-04,1536.96,GBP,False,True,"Nord,Mecentley",True,False,True,False,True,True,True,False
Body and Exterior,Antenna 297,Generic Antenna,FQS-9ECD-D22B-03EB,2021-10-17,1323.44,GBP,True,True,"BMV,WV,Nord,Mecentley",True,True,True,False,True,False,True,True
Body and Exterior,Side Mirrors 933,Allow driver to view rear/side traffic.,FQS-8637-78AB-62C7,2018-05-18,1556.62,GBP,True,True,"Feramborghini,Nord",False,True,True,False,False,True,True,False
Body and Exterior,Windshield 144,Generic Windshield,FQS-8B14-5E4E-B0B3,2021-06-22,1112.0,GBP,False,True,"BMV,Nord,WV",False,True,False,False,True,False,False,False
Body and Exterior,Hood 130,Covers the engine compartment.,FQS-C333-A8B5-8742,2015-07-26,1661.95,GBP,True,True,"Mecentley,Feramborghini",True,False,False,True,False,True,False,True
Body and Exterior,"Bumpers (Front, Rear) 319","Generic Bumpers (Front, Rear)",FQS-F71A-A68B-9429,2018-09-19,1021.9,GBP,True,True,"WV,Nord,BMV,Feramborghini,Mecentley",True,True,False,True,True,False,False,True
Body and Exterior,Hood 611,Covers the engine compartment.,FQS-4FD8-3BD1-B62A,2020-02-24,1120.69,GBP,False,False,"Nord,Feramborghini,WV,Mecentley",False,False,False,True,True,False,True,False
Body and Exterior,Side Windows 880,Generic Side Windows,FQS-A54D-9CC5-9226,2024-05-14,732.34,GBP,True,True,"Feramborghini,Mecentley,Nord,BMV",False,False,True,True,False,True,True,False
Body and Exterior,Windshield Washer Pump 062,Generic Windshield Washer Pump,FQS-E99F-FB29-AA7B,2019-01-11,1534.0,GBP,True,True,WV,False,True,True,False,False,False,False,True
Body and Exterior,Wiper Arms 678,Generic Wiper Arms,FQS-0D29-EF08-62FB,2017-03-08,1942.76,GBP,True,False,"Mecentley,Feramborghini,Nord,BMV",True,True,True,True,True,False,False,True
Body and Exterior,Grille 742,Generic Grille,FQS-AB3B-E9DD-0A11,2019-04-08,1903.31,GBP,True,True,"WV,Mecentley,Nord,Feramborghini,BMV",True,True,False,True,True,True,False,True
Body and Exterior,Trunk 611,Storage compartment at rear of vehicle.,FQS-BC1E-6467-3A53,2019-05-19,1347.66,GBP,True,True,WV,False,True,True,False,True,False,True,True
Body and Exterior,Roof Rack 651,Generic Roof Rack,FQS-1459-DC1D-7AF2,2024-04-14,556.35,GBP,True,True,"Nord,Mecentley,WV",False,True,True,False,True,True,True,True
Body and Exterior,License Plate Holder 358,Generic License Plate Holder,FQS-E88A-B4D9-7C04,2015-10-14,731.52,GBP,True,True,"Feramborghini,BMV,Mecentley,Nord,WV",True,True,True,True,False,True,True,False
Body and Exterior,License Plate Holder 885,Generic License Plate Holder,FQS-2E01-80E6-B9A7,2024-11-29,1841.82,GBP,True,True,Mecentley,False,True,False,False,False,False,False,True
Body and Exterior,Grille 989,Generic Grille,FQS-8CE9-34A7-E642,2024-07-02,891.18,GBP,True,True,"Feramborghini,BMV,WV,Mecentley",True,True,False,True,False,True,True,True
Body and Exterior,Antenna 002,Generic Antenna,FQS-7D9B-5532-F7ED,2025-01-27,1776.46,GBP,False,True,"Feramborghini,WV,BMV,Mecentley",True,False,True,True,True,True,True,True
Body and Exterior,Wiper Blades 817,Generic Wiper Blades,FQS-1627-25D0-D048,2019-06-29,1490.79,GBP,True,True,Mecentley,False,True,False,True,True,True,True,False
Body and Exterior,Hood / Bonnet 935,Generic Hood / Bonnet,FQS-82A1-61C0-84DD,2020-12-29,576.47,GBP,True,False,"Nord,WV,Mecentley,Feramborghini",True,True,False,True,False,True,True,True
Body and Exterior,Windshield 340,Front glass panel for visibility and protection.,FQS-C792-C225-ED72,2017-11-23,1469.28,GBP,False,False,"BMV,WV,Feramborghini,Mecentley,Nord",True,True,True,True,False,True,True,True
Body and Exterior,Antenna 992,Generic Antenna,FQS-0A4E-4ECF-998B,2018-02-07,1619.91,GBP,True,True,BMV,True,True,True,True,False,True,True,False
Body and Exterior,Windshield Washer Pump 390,Generic Windshield Washer Pump,FQS-B447-19FF-168B,2016-06-27,177.15,GBP,False,True,"Mecentley,Nord,BMV,Feramborghini,WV",True,True,False,True,True,True,True,True
Body and Exterior,Emblems / Badges 261,Generic Emblems / Badges,FQS-377F-6730-2485,2015-08-31,1648.38,GBP,True,True,"Nord,BMV,Feramborghini,Mecentley,WV",False,True,True,False,False,True,False,False
Body and Exterior,License Plate Holder 287,Generic License Plate Holder,FQS-EB11-088F-0788,2016-07-10,1302.18,GBP,True,True,WV,False,True,False,True,True,True,False,False
Body and Exterior,Doors 592,Allow entry and exit from the vehicle.,FQS-BCAF-261E-EF1E,2021-04-22,1371.4,GBP,False,True,"BMV,Nord,WV",True,False,True,False,True,True,True,False
Body and Exterior,Side Windows 478,Generic Side Windows,FQS-9771-2048-6061,2024-07-23,1736.6,GBP,True,True,BMV,True,False,True,False,True,True,True,False
Body and Exterior,Wiper Arms 030,Generic Wiper Arms,FQS-D66B-8870-6C32,2023-01-20,1183.21,GBP,True,True,Nord,True,False,False,False,True,False,False,False
Body and Exterior,"Bumpers (Front, Rear) 840","Generic Bumpers (Front, Rear)",FQS-08BA-8620-02BC,2016-10-04,136.23,GBP,False,True,"Mecentley,BMV,WV",False,False,True,True,False,True,False,True
Body and Exterior,Trunk / Boot 407,Generic Trunk / Boot,FQS-D95B-5343-A55E,2020-11-21,1229.76,GBP,False,True,"Nord,BMV",True,False,False,True,False,False,True,True
Body and Exterior,Roof Rack 029,Generic Roof Rack,FQS-5074-58FA-2446,2019-12-08,1067.18,GBP,True,True,"Feramborghini,Mecentley,Nord",True,True,True,False,True,True,False,True
Body and Exterior,Roof Rack 259,Generic Roof Rack,FQS-9276-FF53-6ED7,2022-09-12,1003.26,GBP,True,False,"WV,Feramborghini,Nord",False,True,False,False,False,True,True,True
Body and Exterior,Trunk 730,Storage compartment at rear of vehicle.,FQS-4F21-E33A-D36E,2024-10-02,661.04,GBP,True,False,"Nord,BMV,Feramborghini,WV,Mecentley",True,True,False,True,False,True,True,False
Body and Exterior,Emblems / Badges 211,Generic Emblems / Badges,FQS-7D22-F51F-A179,2015-09-18,1803.48,GBP,True,False,"BMV,Nord,Feramborghini",True,True,True,False,False,False,False,True
Body and Exterior,Fenders 463,Generic Fenders,FQS-8251-5A70-5777,2019-09-20,81.9,GBP,False,False,"WV,BMV,Feramborghini,Mecentley",True,False,False,True,True,False,False,False
Body and Exterior,Windshield 465,Generic Windshield,FQS-37BE-1338-FC40,2015-04-12,461.12,GBP,True,True,"Nord,Mecentley,WV,BMV",True,True,True,True,False,False,False,True
Body and Exterior,Roof Rack 136,Generic Roof Rack,FQS-62BB-E3A3-FD21,2016-08-28,1818.98,GBP,False,False,BMV,False,True,False,False,True,False,False,False
Body and Exterior,Emblems / Badges 046,Generic Emblems / Badges,FQS-DAAF-6F1C-B1DA,2021-02-07,1639.18,GBP,True,True,"WV,Mecentley,Nord,BMV",True,False,True,True,True,True,True,True
Body and Exterior,Grille 475,Generic Grille,FQS-E7E9-116F-6DB5,2021-04-30,1566.57,GBP,True,True,BMV,False,True,True,True,True,True,False,True
Body and Exterior,Window Seals 513,Generic Window Seals,FQS-BB1A-483D-EEE0,2025-08-08,346.1,GBP,True,True,"Mecentley,WV,Feramborghini",True,True,False,True,True,True,True,False
Body and Exterior,Trunk 543,Storage compartment at rear of vehicle.,FQS-40B7-E714-0E4A,2016-05-11,1619.84,GBP,True,True,"BMV,Mecentley,Nord,Feramborghini,WV",False,True,False,True,False,True,False,False
Body and Exterior,Rear Window 816,Generic Rear Window,FQS-9653-FE0C-41A3,2016-12-24,141.46,GBP,True,True,Nord,True,False,True,False,True,False,False,True
Body and Exterior,Trunk 358,Storage compartment at rear of vehicle.,FQS-450D-B291-28C2,2016-06-15,1508.2,GBP,True,True,"BMV,Nord,Feramborghini",True,False,True,False,True,True,True,False
Transmission System,Clutch Slave Cylinder 284,Generic Clutch Slave Cylinder,FQS-AFF6-8824-86A1,2022-02-22,1612.79,GBP,False,False,"BMV,WV,Mecentley,Nord",True,True,False,True,False,False,False,True
Transmission System,Transmission 800,Transfers power from engine to wheels.,FQS-542E-CA94-76EE,2024-04-27,1970.68,GBP,False,True,"Mecentley,Feramborghini,Nord,BMV,WV",True,True,False,True,False,True,False,False
Transmission System,Clutch Slave Cylinder 899,Generic Clutch Slave Cylinder,FQS-D285-DCFB-9CB0,2024-09-04,182.65,GBP,True,True,"Mecentley,BMV,Feramborghini",False,False,True,False,False,False,False,True
Transmission System,Differential 790,Distributes engine torque to drive wheels.,FQS-D685-B614-456D,2017-04-25,1552.88,GBP,True,True,"Nord,Feramborghini",False,False,True,True,False,False,True,False
Transmission System,Transmission (Manual / Automatic) 847,Generic Transmission (Manual / Automatic),FQS-15C9-3F5D-2496,2021-07-18,1254.04,GBP,True,True,"Feramborghini,Mecentley",True,False,False,False,True,True,False,False
Transmission System,Gearbox 444,Generic Gearbox,FQS-8057-658C-F332,2019-08-22,1803.33,GBP,True,False,"WV,Mecentley,Feramborghini,Nord,BMV",True,False,True,True,False,False,True,True
Transmission System,Transmission Mount 556,Generic Transmission Mount,FQS-BE0C-35AB-4376,2016-05-25,1672.99,GBP,True,True,"Nord,Mecentley",True,False,True,True,False,True,True,True
Transmission System,Transmission Mount 952,Generic Transmission Mount,FQS-7E26-F3D8-7789,2023-08-25,1686.42,GBP,True,True,"Nord,BMV,WV",True,True,False,True,True,False,True,True
Transmission System,Transmission 198,Transfers power from engine to wheels.,FQS-B668-A33D-BBE8,2024-10-05,667.72,GBP,True,True,"Nord,Mecentley",True,True,True,False,True,True,True,True
Transmission System,Torque Converter 634,Generic Torque Converter,FQS-31E3-D704-1871,2020-12-16,64.07,GBP,False,True,"Nord,Mecentley",False,True,True,True,True,True,False,False
Transmission System,Axles 768,Generic Axles,FQS-4BEB-C341-960C,2016-08-12,480.25,GBP,True,True,"Feramborghini,WV,BMV,Nord",False,False,True,True,False,True,False,False
Transmission System,Clutch Plate 728,Engages and disengages power to transmission.,FQS-C36A-D3FD-E111,2017-08-10,1862.6,GBP,True,False,"BMV,WV,Mecentley,Feramborghini",False,True,True,False,True,True,True,False
Transmission System,Transmission (Manual / Automatic) 912,Generic Transmission (Manual / Automatic),FQS-56A1-8432-AAAC,2025-07-30,1512.89,GBP,True,True,"Feramborghini,BMV,Nord,Mecentley,WV",True,True,False,True,False,True,True,False
Transmission System,Clutch Plate 541,Generic Clutch Plate,FQS-E8EF-6898-7661,2023-05-25,1638.0,GBP,True,False,"Mecentley,BMV,Nord,WV",True,True,True,True,True,True,False,True
Transmission System,Clutch Plate 095,Generic Clutch Plate,FQS-611F-C082-5DB5,2025-05-25,1067.97,GBP,True,False,"WV,Nord,BMV,Mecentley",False,False,True,True,True,False,False,True
Transmission System,Transmission 116,Transfers power from engine to wheels.,FQS-9080-275A-FCC5,2021-04-27,1105.75,GBP,True,True,BMV,True,True,False,True,False,True,True,True
Transmission System,Differential 432,Distributes engine torque to drive wheels.,FQS-9189-A8B6-29D0,2020-01-28,201.2,GBP,True,True,"BMV,Mecentley,Feramborghini",False,True,True,False,True,False,False,True
Transmission System,Gearbox 418,Changes vehicle speed and torque.,FQS-A22D-34B2-CEF9,2025-01-17,509.47,GBP,True,False,"Nord,BMV",False,True,False,False,False,False,False,True
Transmission System,Clutch Master Cylinder 419,Generic Clutch Master Cylinder,FQS-3355-ED4D-CAF2,2025-03-22,1076.44,GBP,True,True,"BMV,Feramborghini",True,False,True,False,True,True,True,False
Transmission System,Drive Shaft 242,Generic Drive Shaft,FQS-0326-FE58-48B1,2016-08-05,588.71,GBP,True,True,"Mecentley,BMV,WV,Feramborghini",False,True,True,False,True,True,True,False
Transmission System,Transmission (Manual / Automatic) 449,Generic Transmission (Manual / Automatic),FQS-60E2-7120-1C76,2017-03-31,257.28,GBP,False,False,"Mecentley,BMV,WV,Feramborghini,Nord",True,False,False,False,False,True,True,True
Transmission System,Clutch Slave Cylinder 722,Generic Clutch Slave Cylinder,FQS-4B3E-C06A-0456,2025-12-27,680.74,GBP,True,True,"WV,BMV,Nord",False,True,True,False,False,False,False,True
Transmission System,Transmission 059,Transfers power from engine to wheels.,FQS-685F-013F-4BAD,2022-09-11,1625.21,GBP,True,False,WV,True,False,True,True,False,True,False,False
Transmission System,Transmission Mount 655,Generic Transmission Mount,FQS-B544-9680-FDE8,2017-01-08,1023.39,GBP,True,True,"WV,BMV",True,True,True,False,True,False,True,True
Transmission System,Clutch Slave Cylinder 338,Generic Clutch Slave Cylinder,FQS-89A8-EF6E-0206,2023-04-23,642.1,GBP,True,False,"WV,BMV,Feramborghini,Mecentley",True,False,False,True,False,True,True,False
Transmission System,Differential 289,Generic Differential,FQS-22C0-7EE7-89C4,2018-05-10,303.12,GBP,True,False,"BMV,Nord,Feramborghini,WV",True,True,True,False,False,False,False,True
Transmission System,Clutch Slave Cylinder 233,Generic Clutch Slave Cylinder,FQS-7B86-714E-8231,2015-02-28,511.74,GBP,False,True,"BMV,WV,Feramborghini,Nord,Mecentley",False,True,True,False,True,True,True,False
Transmission System,Axles 773,Generic Axles,FQS-6AB8-4114-2548,2022-09-13,79.69,GBP,True,False,"Nord,Feramborghini",False,True,False,True,True,True,True,False
Transmission System,Clutch Slave Cylinder 927,Generic Clutch Slave Cylinder,FQS-2E6E-1308-AC07,2023-05-27,1784.88,GBP,True,True,Nord,True,True,True,False,False,False,True,False
Transmission System,Clutch Plate 225,Engages and disengages power to transmission.,FQS-8D0E-0643-A657,2025-08-19,1227.39,GBP,True,False,"Nord,Feramborghini,Mecentley,BMV",True,False,True,True,True,False,False,True
Transmission System,Drive Shaft 175,Generic Drive Shaft,FQS-690E-DAA2-DB9B,2017-10-01,1765.63,GBP,True,True,Nord,False,False,True,True,True,True,False,False
Transmission System,Differential 416,Generic Differential,FQS-B3DA-B347-829E,2023-04-06,1019.62,GBP,True,False,"WV,BMV,Nord,Feramborghini",True,False,True,True,True,True,False,False
Transmission System,Clutch Master Cylinder 485,Generic Clutch Master Cylinder,FQS-7723-F236-521B,2016-07-23,1207.34,GBP,True,True,"BMV,Mecentley",True,True,False,True,True,False,False,True
Transmission System,Synchromesh Gears 437,Generic Synchromesh Gears,FQS-6E67-17C2-4991,2017-07-28,677.53,GBP,True,True,WV,False,True,True,False,False,False,True,True
Transmission System,Clutch Plate 584,Engages and disengages power to transmission.,FQS-C6AB-A849-5411,2016-06-23,1505.06,GBP,True,True,Nord,False,True,False,True,True,True,True,True
Transmission System,Clutch Master Cylinder 681,Generic Clutch Master Cylinder,FQS-2F6D-788D-CBEF,2025-02-04,1497.98,GBP,True,True,Nord,True,False,True,True,True,False,False,True
Transmission System,Differential 917,Generic Differential,FQS-D488-6DC1-8DF2,2025-01-20,307.52,GBP,False,True,"Mecentley,WV,Feramborghini",True,True,True,False,True,True,True,False
Transmission System,Flywheel 402,Generic Flywheel,FQS-FD78-BC59-D5E7,2019-09-30,237.02,GBP,True,True,"Feramborghini,BMV,Nord,WV",True,True,False,False,True,False,False,True
Transmission System,CV Joints 329,Generic CV Joints,FQS-96F5-4713-FA53,2023-10-24,1913.19,GBP,True,False,"Nord,Feramborghini,BMV,Mecentley",False,True,True,True,True,False,True,False
Transmission System,Drive Shaft 969,Generic Drive Shaft,FQS-552C-B735-2F12,2019-12-28,440.04,GBP,True,False,"BMV,Nord",True,True,True,False,False,False,True,False
Transmission System,Transmission Cooler 057,Generic Transmission Cooler,FQS-7067-5EE7-F085,2015-11-20,93.86,GBP,True,True,"Feramborghini,Nord,BMV,WV",True,False,True,True,True,False,False,False
Transmission System,Pressure Plate 799,Generic Pressure Plate,FQS-45E8-CBCB-0B6D,2021-08-01,302.82,GBP,False,True,"Nord,Feramborghini,Mecentley",True,False,False,True,False,True,True,False
Transmission System,Pressure Plate 600,Generic Pressure Plate,FQS-7836-A6F9-E55B,2022-04-12,1208.34,GBP,True,True,"Mecentley,WV",True,True,True,False,True,False,False,True
Transmission System,Transmission (Manual / Automatic) 418,Generic Transmission (Manual / Automatic),FQS-3C31-2E96-F643,2022-01-08,1426.6,GBP,True,False,Feramborghini,True,False,True,True,True,False,False,False
Transmission System,Transmission (Manual / Automatic) 205,Generic Transmission (Manual / Automatic),FQS-4456-8A06-B66F,2019-12-08,709.19,GBP,True,True,"WV,Feramborghini,Nord,BMV,Mecentley",True,True,True,False,True,True,False,False
Transmission System,Differential 606,Distributes engine torque to drive wheels.,FQS-1607-D348-9554,2020-09-21,1252.05,GBP,True,True,"WV,Nord",True,True,True,True,True,True,False,True
Transmission System,Clutch Plate 696,Generic Clutch Plate,FQS-3953-0C97-8CFE,2015-08-23,1597.16,GBP,True,True,WV,False,False,True,False,True,True,True,False
Transmission System,Drive Shaft 574,Generic Drive Shaft,FQS-6351-7D6D-A3ED,2016-05-27,1561.24,GBP,True,True,"Feramborghini,WV,Nord,Mecentley",True,False,False,False,True,True,False,True
Transmission System,Shift Linkage 346,Generic Shift Linkage,FQS-F6E4-BEEA-5E46,2016-09-24,484.49,GBP,True,False,Nord,True,False,True,True,False,False,True,True
Transmission System,Clutch Plate 583,Generic Clutch Plate,FQS-3956-62AE-529A,2021-12-24,915.79,GBP,False,True,"Mecentley,Feramborghini,WV,Nord",True,True,False,True,False,True,True,True
Transmission System,Transmission (Manual / Automatic) 118,Generic Transmission (Manual / Automatic),FQS-6C9E-C03E-ED5E,2018-06-30,1112.66,GBP,True,True,"Feramborghini,Mecentley,Nord",True,True,True,True,False,False,False,True
Transmission System,Pressure Plate 289,Generic Pressure Plate,FQS-6634-DA71-AA7A,2018-07-24,145.9,GBP,True,True,"WV,Nord,Feramborghini",True,True,False,True,False,False,False,False
Transmission System,Clutch Plate 326,Engages and disengages power to transmission.,FQS-BE66-F3CD-53DF,2016-02-25,1360.19,GBP,True,True,"Nord,Mecentley",True,True,False,True,False,False,True,False
Transmission System,Clutch Plate 450,Engages and disengages power to transmission.,FQS-B0B4-2F2A-0A0A,2021-04-07,421.1,GBP,True,True,"BMV,Mecentley,Feramborghini,Nord,WV",False,True,True,False,True,True,True,True
Transmission System,Gearbox 607,Generic Gearbox,FQS-F3B1-2A31-472D,2019-02-11,1858.07,GBP,False,True,"Mecentley,Feramborghini,BMV,Nord",False,False,True,True,True,True,True,True
Transmission System,Synchromesh Gears 155,Generic Synchromesh Gears,FQS-FB46-9A13-1BD5,2025-10-05,1024.77,GBP,False,True,"WV,Mecentley,BMV",True,True,True,True,False,False,True,True
Transmission System,Transmission Cooler 605,Generic Transmission Cooler,FQS-B896-D6F0-3DD3,2018-07-28,1585.52,GBP,True,True,Feramborghini,False,True,True,False,False,False,False,True
Transmission System,Axles 120,Generic Axles,FQS-A5A4-2326-7561,2024-06-07,1952.72,GBP,True,True,Feramborghini,True,True,True,True,True,True,True,True
Transmission System,Gearbox 129,Changes vehicle speed and torque.,FQS-715D-EACA-615F,2022-07-18,40.42,GBP,False,False,Feramborghini,True,True,True,False,True,True,True,True
Wheels and Tires,Tires 740,Generic Tires,FQS-2186-E690-7768,2017-11-24,1793.24,GBP,True,True,"Nord,WV,BMV",False,True,True,True,True,True,True,True
Wheels and Tires,Hubcaps 387,Generic Hubcaps,FQS-02C7-EFFF-EC14,2025-02-23,660.28,GBP,True,True,"WV,BMV,Nord",True,True,False,True,True,True,True,True
Wheels and Tires,Tire Pressure Monitoring Sensors (TPMS) 597,Generic Tire Pressure Monitoring Sensors (TPMS),FQS-9179-7867-1413,2018-07-28,236.3,GBP,True,True,"Mecentley,BMV,Feramborghini",True,False,False,True,True,False,True,False
Wheels and Tires,Hubcaps 785,Generic Hubcaps,FQS-15A8-32CA-2A03,2018-05-24,721.98,GBP,True,True,"WV,BMV",False,True,False,False,True,False,True,True
Wheels and Tires,Wheel Bolts / Lug Nuts 697,Generic Wheel Bolts / Lug Nuts,FQS-EC43-490D-FB3A,2017-05-11,1168.88,GBP,True,True,"BMV,Mecentley",True,True,True,False,True,False,False,False
Wheels and Tires,Wheel Bolts / Lug Nuts 994,Generic Wheel Bolts / Lug Nuts,FQS-2917-F9F9-3177,2021-01-28,302.83,GBP,False,True,"BMV,Feramborghini,Nord,WV,Mecentley",True,True,True,True,False,False,True,True
Wheels and Tires,Rims / Wheels 734,Generic Rims / Wheels,FQS-F66B-6447-35B5,2017-02-26,1470.35,GBP,False,True,"Nord,BMV,Mecentley",True,True,False,True,True,True,True,True
Wheels and Tires,Tire Pressure Monitoring Sensors (TPMS) 493,Generic Tire Pressure Monitoring Sensors (TPMS),FQS-E61F-B923-24B8,2015-11-14,1462.32,GBP,True,True,Feramborghini,False,False,True,False,True,True,True,True
Wheels and Tires,Hubcaps 586,Generic Hubcaps,FQS-C7F4-B007-0F0C,2015-08-09,339.05,GBP,True,True,"WV,Mecentley,Nord,Feramborghini",True,True,True,True,True,False,True,False
Wheels and Tires,Rims / Wheels 050,Generic Rims / Wheels,FQS-CBD3-C529-12E6,2021-08-18,1410.46,GBP,False,False,"Nord,Feramborghini,Mecentley",True,False,True,False,True,True,True,True
Wheels and Tires,Rims / Wheels 002,Generic Rims / Wheels,FQS-25FE-9D5F-2013,2017-05-15,426.72,GBP,True,False,"Nord,Mecentley",True,True,False,True,True,False,False,False
Wheels and Tires,Tire Pressure Monitoring Sensors (TPMS) 297,Generic Tire Pressure Monitoring Sensors (TPMS),FQS-FBEA-C86B-4EE6,2020-06-01,1391.31,GBP,True,True,"WV,BMV,Nord,Mecentley,Feramborghini",False,True,False,True,False,False,True,True
Wheels and Tires,Rims / Wheels 713,Generic Rims / Wheels,FQS-17A8-BC0D-C5E0,2017-06-01,701.53,GBP,True,True,Nord,True,False,True,True,False,True,True,False
Wheels and Tires,Tire Pressure Monitoring Sensors (TPMS) 127,Generic Tire Pressure Monitoring Sensors (TPMS),FQS-CA12-5544-EBB8,2019-05-04,1778.52,GBP,True,True,"Mecentley,Feramborghini",True,True,False,True,False,True,True,False
Wheels and Tires,Tire Pressure Monitoring Sensors (TPMS) 652,Generic Tire Pressure Monitoring Sensors (TPMS),FQS-6FD7-3163-3440,2019-12-31,440.13,GBP,True,True,Feramborghini,True,False,True,True,False,True,True,True
Wheels and Tires,Wheel Bolts / Lug Nuts 932,Generic Wheel Bolts / Lug Nuts,FQS-B8AB-3049-77FB,2024-05-25,366.88,GBP,True,True,"Feramborghini,Nord,Mecentley",True,False,True,True,True,True,False,True
Wheels and Tires,Rims / Wheels 414,Generic Rims / Wheels,FQS-6643-0381-08B1,2022-08-20,1145.48,GBP,True,False,Feramborghini,False,True,True,True,True,True,False,True
Safety Systems,Crumple Zones 191,Generic Crumple Zones,FQS-C403-8708-8E52,2023-05-03,1636.11,GBP,False,True,"Nord,Feramborghini,Mecentley",False,True,False,True,True,True,True,True
Safety Systems,Roll Cage (in racing cars) 818,Generic Roll Cage (in racing cars),FQS-4E7D-9041-B1DB,2023-12-19,1772.02,GBP,False,True,"Mecentley,BMV",True,True,True,True,True,True,False,False
Safety Systems,Crumple Zones 344,Generic Crumple Zones,FQS-C5D8-5F3B-A7E3,2024-11-14,793.47,GBP,True,True,"Mecentley,WV",False,True,True,True,True,True,True,True
Suspension,Strut Tower Brace 572,Improves chassis rigidity and cornering.,FQS-D8B9-80A5-46A0,2022-02-26,1187.46,GBP,True,True,"BMV,Feramborghini,WV,Nord",False,True,True,True,True,False,True,True
Suspension,Adjustable Coilovers 830,Allow height and damping adjustment.,FQS-3506-B015-BA1F,2020-08-01,121.15,GBP,True,True,"Nord,Feramborghini",False,True,True,False,True,True,True,False
Suspension,Lowering Springs 964,Lowers ride height and improves handling.,FQS-D421-755B-1D4C,2022-08-20,691.46,GBP,True,False,BMV,True,False,True,False,False,False,False,True
Suspension,Adjustable Coilovers 012,Allow height and damping adjustment.,FQS-B78E-F381-91EB,2016-01-22,1020.67,GBP,False,True,"BMV,Mecentley,Nord",True,False,True,False,True,False,False,True
Suspension,Adjustable Coilovers 929,Allow height and damping adjustment.,FQS-5DA2-32FD-AAE7,2023-05-25,1397.79,GBP,True,True,"Feramborghini,Nord,BMV,WV",True,False,True,False,True,True,True,False
Suspension,Lowering Springs 195,Lowers ride height and improves handling.,FQS-4DF5-9758-8A90,2022-03-13,1663.33,GBP,True,True,BMV,True,True,True,False,True,False,True,True
Suspension,Lowering Springs 024,Lowers ride height and improves handling.,FQS-E939-3727-C216,2023-08-05,872.71,GBP,True,True,"WV,Mecentley,BMV,Feramborghini,Nord",True,True,True,True,False,True,True,True
Braking System,Brake Lines 144,Generic Brake Lines,FQS-7CD8-F6C7-C638,2016-02-01,1854.79,GBP,True,False,"Nord,Mecentley,BMV",False,True,True,False,True,True,True,True
Braking System,Proportioning Valve 427,Generic Proportioning Valve,FQS-F13D-FAD9-6F94,2016-10-23,1910.43,GBP,False,True,"Nord,Mecentley,WV",True,False,False,False,True,True,True,True
Braking System,ABS Sensors 945,Generic ABS Sensors,FQS-C2D4-9E3E-FDFD,2015-06-05,1447.31,GBP,True,True,"Nord,BMV,Feramborghini,Mecentley",False,False,False,True,True,False,True,False
Braking System,Brake Pedal 855,Generic Brake Pedal,FQS-A8C6-895F-07AA,2020-09-01,487.44,GBP,True,True,"Feramborghini,BMV",False,False,True,False,True,False,True,True
Braking System,Brake Shoes 608,Generic Brake Shoes,FQS-A6AD-423E-E40A,2018-06-22,1221.7,GBP,True,True,"Nord,Mecentley,BMV,Feramborghini,WV",True,True,False,True,True,True,True,True
Braking System,Brake Calipers 214,Houses the brake pads and pistons.,FQS-E0D2-E6FC-30D2,2016-08-07,46.14,GBP,True,True,"Nord,BMV,Feramborghini,Mecentley",True,True,False,False,True,True,True,True
Braking System,Big Brake Kit 570,Larger brakes for better stopping power.,FQS-41E6-2829-4E3D,2024-09-11,497.01,GBP,False,False,"BMV,WV,Feramborghini",True,True,False,True,True,True,False,True
Braking System,Brake Shoes 006,Generic Brake Shoes,FQS-46A3-AFBB-CBD5,2025-07-09,781.37,GBP,False,True,"Mecentley,BMV,Nord,Feramborghini,WV",True,False,False,True,False,True,False,True
Braking System,Proportioning Valve 292,Generic Proportioning Valve,FQS-A91A-6D09-84C7,2024-03-02,65.6,GBP,True,True,"Feramborghini,BMV,WV,Nord,Mecentley",True,True,False,False,True,False,True,False
Braking System,Brake Calipers 290,Houses the brake pads and pistons.,FQS-2943-7D72-7792,2023-02-17,1920.49,GBP,True,True,"Feramborghini,BMV,WV,Nord,Mecentley",False,False,False,False,True,False,True,True
