category,name,description,serial,production_date,price,currency,authorised,in_stock,compatible_brands,recalled,digitallyTracked,used,aftermarket,safetyCritical
Engine System,Harmonic Balancer F14,Generic Harmonic Balancer,ZCL-ELE-7HM9-HKX,2020-09-15,1743.85,JPY,False,True,WV,True,False,True,True,True
Engine System,Pushrods X75,Generic Pushrods,ZCL-SUS-FRP9-Y8S,2017-07-28,1168.97,JPY,True,True,"Mecentley,WV,BMV,Nord",True,True,True,True,False
Engine System,Cylinder Head J37,Generic Cylinder Head,ZCL-SUS-WZFQ-XZT,2019-07-29,498.22,JPY,False,True,"BMV,Nord,Mecentley,WV",False,False,True,False,True
Engine System,Timing Belt / Chain V90,Synchronizes rotation of the crankshaft and camshaft.,ZCL-ELE-V4Q9-H32,2019-09-18,314.13,JPY,False,False,"WV,Feramborghini",True,True,True,True,True
Engine System,Oil Pump T28,Circulates oil through the engine.,ZCL-SUS-RVJ6-P5Y,2018-10-16,182.02,JPY,False,True,"Feramborghini,BMV",False,True,True,True,True
Engine System,Intake Manifold S67,Distributes air to the engine cylinders.,ZCL-SUS-R25Z-ZMD,2025-05-15,1605.27,JPY,True,True,"Mecentley,Nord,Feramborghini,BMV,WV",False,True,False,False,True
Engine System,Intake Manifold W98,Distributes air to the engine cylinders.,ZCL-TRN-D7IQ-GC2,2020-03-07,1141.34,JPY,True,True,Mecentley,True,True,True,True,False
Engine System,Pushrods S33,Generic Pushrods,ZCL-BRK-29EJ-3Z7,2024-04-27,289.15,JPY,True,True,"Mecentley,WV",True,True,True,True,False
Engine System,Carburetor (older models) Y51,Generic Carburetor (older models),ZCL-ENG-RBMW-Y00,2022-12-08,28.13,JPY,True,False,"Feramborghini,Nord",False,True,True,False,False
Engine System,Pushrods M11,Generic Pushrods,ZCL-BRK-TLPV-NH8,2025-08-15,1832.13,JPY,True,True,"Feramborghini,BMV,WV,Nord",True,False,False,True,False
Engine System,Oil Cooler Y26,Generic Oil Cooler,ZCL-TRN-MFIP-BPF,2020-07-26,874.4,JPY,True,False,"Mecentley,Nord,BMV,Feramborghini,WV",True,False,True,True,True
Engine System,Air Filter E27,Filters air before it enters the engine.,ZCL-TRN-3H2Y-5DO,2017-09-22,704.69,JPY,True,True,"Mecentley,BMV,Feramborghini",False,True,True,False,True
Engine System,Cylinder Head C78,Generic Cylinder Head,ZCL-COL-WAJ4-ZN3,2023-01-17,930.99,JPY,True,True,"Nord,WV,Feramborghini,BMV",False,False,True,True,True
Engine System,Ignition Coils C90,Generic Ignition Coils,ZCL-BRK-UOL2-431,2024-01-03,1182.94,JPY,True,True,"Feramborghini,Mecentley,BMV,WV",False,True,False,False,True
Engine System,Valve Springs I40,Generic Valve Springs,ZCL-ELE-9ZLC-F2L,2022-12-31,1717.42,JPY,False,True,"Feramborghini,Mecentley,BMV,Nord,WV",False,True,False,True,False
Engine System,Harmonic Balancer H38,Reduces engine vibration.,ZCL-COL-5DPF-CPK,2022-03-01,22.55,JPY,True,True,"Nord,WV,Mecentley",True,False,True,True,True
Engine System,Valve Springs L30,Ensure valves close properly.,ZCL-SUS-24TU-00W,2024-10-14,1421.76,JPY,True,True,"WV,BMV",False,True,True,True,False
Engine System,Air Filter L5,Filters air before it enters the engine.,ZCL-SUS-UU2K-Z3C,2018-05-03,1869.37,JPY,True,True,Mecentley,True,False,False,True,True
Engine System,Cylinder Head B99,Generic Cylinder Head,ZCL-PERF-8NG6-NR8,2018-05-23,1659.12,JPY,True,False,"Feramborghini,Nord,Mecentley",True,False,False,True,True
Engine System,Pistons Y92,Generic Pistons,ZCL-COL-RX32-0FU,2022-10-07,728.85,JPY,True,True,"WV,Nord,Feramborghini",True,True,True,False,True
Engine System,Turbocharger / Supercharger D54,Generic Turbocharger / Supercharger,ZCL-PERF-MLQ8-K11,2018-04-14,77.97,JPY,False,True,"Feramborghini,Nord",True,True,False,True,True
Engine System,Drive Belt V44,Generic Drive Belt,ZCL-PERF-XJW0-0PL,2020-03-18,1222.03,JPY,True,True,"WV,Feramborghini",False,True,False,True,True
Engine System,Supercharger L30,Boosts engine power via air compression.,ZCL-ENG-DHS6-J0P,2020-09-18,446.06,JPY,True,True,"BMV,Mecentley,Nord,WV,Feramborghini",False,False,False,True,True
Engine System,Harmonic Balancer G97,Reduces engine vibration.,ZCL-PERF-1HXQ-PLC,2025-10-12,1655.78,JPY,True,True,Mecentley,True,True,True,False,True
Engine System,Crankshaft G68,Converts piston movement into rotational motion.,ZCL-ELE-AJ2R-Z61,2023-09-19,1067.4,JPY,True,True,Nord,False,False,False,True,False
Engine System,"Valves (Intake, Exhaust) Q49","Generic Valves (Intake, Exhaust)",ZCL-BRK-W81N-VMA,2016-08-17,639.8,JPY,False,True,"Nord,Feramborghini",True,False,True,False,True
Engine System,Camshaft K70,Operates the engine’s valves via lobes.,ZCL-DRI-GHSB-67C,2019-03-11,1247.19,JPY,False,True,"Mecentley,Nord,Feramborghini,WV,BMV",False,True,True,True,False
Engine System,Lifters U15,Transmit camshaft motion to valves.,ZCL-TRN-Z0JC-87C,2016-07-09,418.44,JPY,True,True,"BMV,WV",False,True,False,True,True
Engine System,Intercooler Y9,Generic Intercooler,ZCL-BRK-EGQ1-MJY,2021-10-22,154.49,JPY,False,True,"BMV,Nord",False,False,False,False,True
Engine System,Harmonic Balancer I48,Reduces engine vibration.,ZCL-BRK-SL2L-U7W,2016-05-27,801.82,JPY,True,False,"WV,Feramborghini,Nord",True,True,False,True,True
Engine System,Drive Belt V90,Generic Drive Belt,ZCL-TRN-ERUX-NVC,2018-03-21,451.03,JPY,True,True,"Feramborghini,WV",False,True,False,True,True
Engine System,ECU W17,Controls engine performance.,ZCL-ENG-MVCU-0KJ,2024-04-06,887.29,JPY,True,True,BMV,True,True,False,False,True
Engine System,Intercooler U20,Cools air from turbocharger.,ZCL-COL-AVLZ-ZOU,2015-02-03,1825.49,JPY,False,False,"Nord,Feramborghini,Mecentley,BMV",True,False,True,True,True
Engine System,Camshaft L71,Operates the engine’s valves via lobes.,ZCL-DRI-5PFA-H08,2021-07-07,726.94,JPY,False,True,"WV,Mecentley,Nord,BMV,Feramborghini",True,True,True,True,True
Engine System,Intake Manifold I8,Generic Intake Manifold,ZCL-ENG-D2W7-6J1,2025-01-24,786.72,JPY,False,False,"BMV,WV,Feramborghini,Nord,Mecentley",False,False,False,False,False
Engine System,Cylinder Head Q68,Generic Cylinder Head,ZCL-DRI-2XIY-ZCC,2022-02-27,1912.12,JPY,False,True,"Feramborghini,WV",True,True,False,True,False
Engine System,Cylinder Head B70,"Sits on top of the engine block, holds valves and spark plugs.",ZCL-BRK-0ZS5-1K1,2015-04-15,1901.78,JPY,True,True,"BMV,Mecentley,Feramborghini,WV,Nord",False,True,False,False,False
Engine System,Engine Mounts U72,Generic Engine Mounts,ZCL-PERF-7BEY-2FI,2015-01-31,276.89,JPY,True,True,"Mecentley,BMV,Nord,Feramborghini",False,False,False,True,True
Engine System,Turbocharger / Supercharger X77,Generic Turbocharger / Supercharger,ZCL-PERF-UUQS-UV7,2024-11-01,312.13,JPY,True,True,"Nord,WV,Mecentley,Feramborghini,BMV",False,True,False,False,True
Engine System,Cylinder Head G76,Generic Cylinder Head,ZCL-BRK-EIS8-TTG,2024-04-17,1228.33,JPY,True,True,"BMV,Feramborghini",False,True,True,False,True
Engine System,Engine Mounts S96,Generic Engine Mounts,ZCL-DRI-KTKM-C64,2025-05-07,953.6,JPY,True,True,"WV,BMV,Nord",False,True,True,True,True
Engine System,Camshaft L22,Operates the engine’s valves via lobes.,ZCL-TRN-JBRK-088,2016-02-13,1528.29,JPY,False,False,"Mecentley,Nord",True,True,True,True,False
Engine System,Distributor L66,Distributes spark to the correct cylinder.,ZCL-COL-IJ4A-452,2019-06-08,1508.46,JPY,True,True,"Feramborghini,BMV,WV",True,False,False,False,True
Engine System,Crankshaft F15,Converts piston movement into rotational motion.,ZCL-ELE-JCJ2-K7F,2018-08-04,1612.7,JPY,False,True,"Nord,BMV,Mecentley,WV,Feramborghini",True,False,True,False,True
Engine System,Crankshaft Z67,Generic Crankshaft,ZCL-DRI-3R6H-3N0,2023-03-08,449.99,JPY,True,True,WV,True,False,False,False,False
Engine System,Tappets S22,Link camshaft with pushrods.,ZCL-PERF-GL3V-FKI,2023-06-28,649.01,JPY,True,True,"Nord,WV,BMV",True,False,True,False,True
Engine System,Camshaft L3,Operates the engine’s valves via lobes.,ZCL-TRN-4BSP-HSN,2020-12-06,1036.51,JPY,True,True,Feramborghini,True,True,True,True,False
Engine System,Crankshaft T80,Converts piston movement into rotational motion.,ZCL-TRN-JRDA-72J,2015-05-24,544.49,JPY,True,True,"Mecentley,Nord,BMV,WV",True,True,False,False,False
Engine System,Air Filter K36,Filters air before it enters the engine.,ZCL-TRN-V4KL-I38,2025-12-06,746.34,JPY,True,True,"WV,BMV,Feramborghini,Nord",True,False,False,True,False
Engine System,Cylinder Head I65,"Sits on top of the engine block, holds valves and spark plugs.",ZCL-DRI-I0TY-63E,2018-03-28,79.92,JPY,False,False,"Feramborghini,Mecentley,WV,Nord",True,True,True,False,True
Engine System,Pushrods U56,Generic Pushrods,ZCL-SUS-INRS-3XV,2015-06-10,1867.09,JPY,True,False,Mecentley,False,True,True,False,True
Engine System,ECU C76,Controls engine performance.,ZCL-SUS-S6XZ-8E3,2021-05-08,1061.64,JPY,False,True,"Nord,Mecentley,WV,Feramborghini",False,True,False,True,True
Engine System,Oil Pan C11,Holds engine oil.,ZCL-COL-VBN6-DBD,2023-11-07,1287.48,JPY,True,True,"Nord,Mecentley",False,False,False,True,True
Engine System,Pistons F47,Move up and down in cylinders to compress and combust fuel.,ZCL-SUS-RSOE-EEL,2021-08-03,1158.25,JPY,True,True,"BMV,Nord,WV,Mecentley,Feramborghini",False,False,False,False,False
Engine System,Camshaft W80,Generic Camshaft,ZCL-DRI-E3AE-BIA,2019-04-11,521.4,JPY,True,True,"BMV,WV,Nord",False,True,False,True,True
Engine System,Serpentine Belt Z63,Drives multiple engine accessories.,ZCL-COL-2FAW-9KW,2015-01-16,242.57,JPY,True,True,"BMV,Nord",True,True,True,True,False
Engine System,Drive Belt U94,Generic Drive Belt,ZCL-ENG-TOX8-R5D,2016-08-23,1472.53,JPY,True,True,"BMV,Nord",True,False,True,False,True
Engine System,"Valves (Intake, Exhaust) E66","Generic Valves (Intake, Exhaust)",ZCL-TRN-H36T-H3X,2025-10-24,327.06,JPY,False,True,"Feramborghini,BMV,WV",True,True,True,True,False
Engine System,Cylinder Head Z1,Generic Cylinder Head,ZCL-COL-HPY5-89S,2015-08-28,987.89,JPY,True,True,"Nord,WV",False,True,False,True,False
Engine System,Carburetor (older models) D51,Generic Carburetor (older models),ZCL-DRI-1UY7-WQV,2016-01-25,160.38,JPY,True,False,"WV,Mecentley,BMV",True,False,False,True,True
Engine System,Dipstick F18,Generic Dipstick,ZCL-ENG-35NK-TXB,2025-01-04,172.36,JPY,True,True,"Nord,WV,Mecentley,BMV,Feramborghini",True,False,True,False,True
Engine System,Throttle Body Y51,Generic Throttle Body,ZCL-BRK-QZCM-KQH,2018-04-23,654.17,JPY,True,True,"WV,BMV",False,True,False,True,True
Engine System,Valve Springs A45,Ensure valves close properly.,ZCL-COL-C0XB-3TU,2020-10-01,1499.35,JPY,True,True,Feramborghini,False,False,False,True,True
Engine System,Distributor U51,Generic Distributor,ZCL-TRN-96IA-CZP,2020-02-18,277.19,JPY,True,True,Nord,False,False,True,True,True
Engine System,Engine Block F7,Main structure housing cylinders and other components.,ZCL-DRI-XFRU-OD4,2024-05-09,1735.56,JPY,True,True,"Nord,WV,BMV,Feramborghini",True,True,False,False,False
Engine System,Tappets / Lifters B73,Generic Tappets / Lifters,ZCL-COL-VEVO-JAW,2019-04-29,917.93,JPY,False,True,"Mecentley,Nord,WV,BMV,Feramborghini",True,True,False,False,False
Engine System,Tappets G54,Link camshaft with pushrods.,ZCL-BRK-X6K7-5SV,2017-01-18,1943.47,JPY,True,True,"BMV,Nord,Feramborghini",True,False,True,False,True
Engine System,Timing Chain K65,Metal chain version of timing belt.,ZCL-DRI-67TN-7Q5,2021-09-14,113.91,JPY,True,True,"Mecentley,WV,Feramborghini",True,False,False,False,True
Engine System,Valves B41,Control intake and exhaust of air/fuel mixture.,ZCL-ENG-AKAS-P6N,2022-09-19,587.94,JPY,True,False,"Feramborghini,BMV,Mecentley",False,False,True,True,False
Engine System,Air Filter M53,Filters air before it enters the engine.,ZCL-PERF-6CA9-VVQ,2023-09-24,1706.58,JPY,True,False,"Mecentley,Nord,Feramborghini",False,False,False,True,True
Engine System,Valve Springs Y99,Generic Valve Springs,ZCL-TRN-28DT-6HY,2019-08-26,1789.38,JPY,True,False,"BMV,Mecentley,Nord",True,True,False,True,False
Engine System,Timing Belt / Chain L69,Synchronizes rotation of the crankshaft and camshaft.,ZCL-PERF-B6SN-HEE,2023-02-22,205.79,JPY,True,False,"Mecentley,WV",True,False,True,False,True
Engine System,Intake Manifold B40,Distributes air to the engine cylinders.,ZCL-DRI-4J46-SNN,2016-11-21,1309.66,JPY,True,True,"Nord,WV,BMV,Feramborghini",False,True,True,True,True
Engine System,Oil Filter H24,Removes contaminants from engine oil.,ZCL-PERF-S0HI-6GL,2018-02-15,1498.81,JPY,True,False,"WV,Feramborghini,BMV,Nord",False,False,True,False,True
Engine System,Oil Pan Q49,Generic Oil Pan,ZCL-SUS-K4J4-Y4O,2019-11-01,1203.44,JPY,True,True,"Mecentley,WV,Nord,BMV,Feramborghini",True,True,False,False,True
Engine System,Cylinder Head X74,"Sits on top of the engine block, holds valves and spark plugs.",ZCL-ENG-HLTA-BTW,2024-05-24,302.93,JPY,False,True,"Mecentley,WV",True,False,True,True,True
Engine System,Tappets / Lifters A19,Generic Tappets / Lifters,ZCL-TRN-TTML-MZA,2020-11-02,822.5,JPY,True,True,"BMV,Feramborghini,Nord",False,True,False,False,True
Engine System,Oil Pan V2,Holds engine oil.,ZCL-COL-SLK3-7LG,2016-02-02,39.07,JPY,True,True,"WV,Mecentley,Nord,BMV,Feramborghini",True,True,True,False,True
Engine System,Engine Block F59,Main structure housing cylinders and other components.,ZCL-ELE-W1OW-2QY,2016-08-16,1597.62,JPY,True,True,"WV,Feramborghini,BMV,Mecentley,Nord",True,True,False,False,False
Engine System,Dipstick B4,Generic Dipstick,ZCL-PERF-8RKN-3X5,2025-09-08,1964.55,JPY,True,False,"WV,Feramborghini,BMV,Nord,Mecentley",True,False,False,True,False
Engine System,Glow Plugs G27,Preheat air in diesel engines.,ZCL-SUS-UL6B-OVJ,2018-07-11,1328.03,JPY,False,True,"WV,BMV,Mecentley,Nord",False,True,False,False,False
Engine System,Spark Plugs I19,Generic Spark Plugs,ZCL-BRK-3XYW-5LB,2025-10-28,635.52,JPY,True,True,"Mecentley,WV,BMV,Feramborghini",False,True,False,False,True
Engine System,Oil Filter B15,Removes contaminants from engine oil.,ZCL-DRI-97U3-VO5,2025-05-30,199.37,JPY,True,True,Mecentley,True,True,False,True,True
Engine System,Cylinder Head K25,Generic Cylinder Head,ZCL-PERF-ZTM4-84C,2023-05-14,581.83,JPY,True,True,"BMV,Mecentley",False,False,True,True,False
Engine System,Camshaft C95,Generic Camshaft,ZCL-TRN-Q5JH-1Y0,2025-09-20,208.35,JPY,True,True,"WV,Nord",True,True,False,True,False
Engine System,Spark Plugs M15,Generic Spark Plugs,ZCL-ELE-WG77-SHJ,2025-05-08,94.17,JPY,True,True,"BMV,WV",True,False,True,True,True
Engine System,Harmonic Balancer T25,Generic Harmonic Balancer,ZCL-ELE-2TMI-2GV,2022-12-06,1616.7,JPY,False,True,"Nord,WV,BMV,Feramborghini,Mecentley",False,False,True,False,True
Engine System,Oil Filter F54,Generic Oil Filter,ZCL-ENG-RN88-4RB,2024-12-19,780.8,JPY,True,False,"Feramborghini,Nord,BMV,WV",True,False,False,True,True
Engine System,Crankshaft I12,Converts piston movement into rotational motion.,ZCL-COL-FJMB-C9T,2022-07-10,1857.71,JPY,True,False,"Feramborghini,BMV,WV,Mecentley",False,False,False,True,False
Engine System,Fuel Injectors C34,Generic Fuel Injectors,ZCL-SUS-ZR44-KGB,2015-04-19,685.27,JPY,True,True,Feramborghini,True,True,True,True,True
Engine System,Crankshaft N29,Generic Crankshaft,ZCL-PERF-M5JD-A6N,2020-03-16,514.32,JPY,True,True,"Mecentley,BMV,Feramborghini",False,True,True,False,True
Engine System,Serpentine Belt M11,Drives multiple engine accessories.,ZCL-COL-1SK1-3TC,2021-03-31,921.08,JPY,True,True,"WV,BMV,Feramborghini,Mecentley",True,True,False,True,False
Engine System,Intercooler J30,Cools air from turbocharger.,ZCL-ENG-OFWO-T21,2025-11-14,1222.07,JPY,True,False,"Feramborghini,WV,Mecentley",True,True,False,True,True
Engine System,Valve Springs M18,Ensure valves close properly.,ZCL-TRN-NM6J-DG9,2023-06-02,531.96,JPY,True,False,BMV,True,False,True,True,True
Engine System,Dipstick J62,Generic Dipstick,ZCL-TRN-5RP6-N5T,2017-04-13,1236.43,JPY,True,True,"WV,Nord",True,True,False,False,False
Engine System,Timing Cover W11,Protects the timing belt or chain.,ZCL-SUS-6QMJ-USZ,2024-07-19,214.35,JPY,True,True,Feramborghini,True,True,False,True,False
Engine System,Spark Plugs Y78,Ignite air/fuel mixture in combustion chamber.,ZCL-ELE-N1M5-C0W,2016-10-16,1578.64,JPY,True,False,"WV,Feramborghini",True,False,True,True,True
Engine System,Turbocharger G18,Forces more air into the engine.,ZCL-ENG-SLK3-MZN,2023-05-08,889.04,JPY,True,True,"BMV,Mecentley,Nord,Feramborghini,WV",False,True,True,True,True
Engine System,Supercharger M80,Boosts engine power via air compression.,ZCL-ENG-M2X3-1QH,2025-11-10,186.62,JPY,True,False,"BMV,Mecentley,Feramborghini,Nord",True,True,True,True,False
Engine System,Fuel Injectors M10,Spray fuel into the engine's cylinders.,ZCL-SUS-1SN7-HSP,2016-11-01,1149.12,JPY,False,True,"BMV,WV,Feramborghini,Nord",True,True,True,False,True
Engine System,Oil Cooler T73,Cools the engine oil.,ZCL-DRI-FDAP-3RM,2020-11-05,396.13,JPY,True,True,"BMV,WV,Nord",True,False,True,False,True
Engine System,Ignition Coils E59,Generate high voltage for spark plugs.,ZCL-PERF-J9HD-1JZ,2017-07-13,431.29,JPY,True,True,"WV,Nord",True,True,False,True,False
Engine System,Timing Cover M91,Protects the timing belt or chain.,ZCL-DRI-XNQQ-9Z1,2017-07-05,1073.88,JPY,True,True,"Feramborghini,Nord,WV",True,True,False,False,False
Engine System,ECU C48,Controls engine performance.,ZCL-ELE-AQ1D-YQT,2023-01-05,1262.08,JPY,True,True,"Nord,Mecentley,WV,Feramborghini,BMV",False,True,True,True,False
Engine System,Pistons K56,Generic Pistons,ZCL-DRI-13ST-T38,2022-05-06,1557.03,JPY,True,True,"Nord,Mecentley,Feramborghini,BMV,WV",False,True,False,True,True
Engine System,Camshaft G51,Operates the engine’s valves via lobes.,ZCL-TRN-OCF1-S9R,2022-12-24,1074.23,JPY,False,True,WV,False,False,True,True,True
Engine System,Tappets I88,Link camshaft with pushrods.,ZCL-SUS-PXVQ-V64,2017-03-13,224.49,JPY,True,True,"Feramborghini,WV,Nord,Mecentley",True,False,True,True,True
Engine System,Turbocharger P97,Forces more air into the engine.,ZCL-ELE-EV52-D79,2024-04-02,107.21,JPY,True,True,"Feramborghini,Mecentley,WV",True,False,True,True,False
Engine System,Valves O60,Control intake and exhaust of air/fuel mixture.,ZCL-ENG-60RK-TP0,2020-07-09,1364.21,JPY,True,True,"BMV,Nord,Mecentley",True,False,True,True,True
Engine System,Oil Pan F22,Generic Oil Pan,ZCL-DRI-LA1D-1IM,2015-06-04,64.85,JPY,True,True,"Feramborghini,BMV,Mecentley,Nord",True,False,True,True,True
Engine System,Rocker Arms U80,Generic Rocker Arms,ZCL-BRK-CJQB-6ZQ,2022-03-30,1430.04,JPY,False,True,"Mecentley,Feramborghini,WV,BMV",False,False,False,True,True
Engine System,Glow Plugs M99,Preheat air in diesel engines.,ZCL-ELE-JNZN-O1Z,2021-11-19,1086.21,JPY,True,True,"Mecentley,Feramborghini,WV",True,True,True,True,True
Engine System,Oil Cooler I97,Generic Oil Cooler,ZCL-BRK-BRYL-WY0,2024-07-28,1893.85,JPY,True,True,"WV,Feramborghini,BMV,Nord",False,False,False,True,True
Engine System,Dipstick T22,Generic Dipstick,ZCL-DRI-G8PC-0IN,2020-07-19,234.07,JPY,True,False,Nord,True,True,True,True,True
Engine System,Ignition Coils G34,Generate high voltage for spark plugs.,ZCL-BRK-H9P5-X4P,2017-02-14,143.78,JPY,True,True,"BMV,Feramborghini,Nord,Mecentley,WV",True,True,False,True,True
Engine System,Valve Springs W67,Ensure valves close properly.,ZCL-ELE-8DTR-7FK,2019-08-18,1589.05,JPY,True,True,BMV,False,True,True,True,False
Engine System,Spark Plugs T77,Ignite air/fuel mixture in combustion chamber.,ZCL-ENG-LFWF-FRR,2015-06-28,1166.04,JPY,True,True,"Nord,BMV,WV,Feramborghini,Mecentley",True,True,False,True,False
Engine System,Drive Belt Q89,"Drives alternator, AC compressor, etc.",ZCL-PERF-7TIE-H32,2020-04-15,1608.64,JPY,True,True,"Nord,BMV,WV,Feramborghini,Mecentley",True,True,True,False,True
Engine System,Oil Cooler A53,Generic Oil Cooler,ZCL-SUS-2L66-G6P,2017-06-25,996.39,JPY,True,True,"Feramborghini,Nord,Mecentley,WV",True,False,False,True,True
Engine System,"Valves (Intake, Exhaust) Y36","Generic Valves (Intake, Exhaust)",ZCL-PERF-DM5C-NVR,2020-07-17,397.15,JPY,True,True,WV,True,False,True,True,False
Engine System,Serpentine Belt A49,Drives multiple engine accessories.,ZCL-TRN-55AM-JMU,2025-11-16,1393.98,JPY,True,True,Mecentley,True,True,False,True,True
Engine System,Throttle Body X55,Controls airflow into the engine.,ZCL-SUS-GSHL-NH3,2016-01-15,378.69,JPY,True,True,"BMV,WV,Nord",True,False,False,True,True
Engine System,Intercooler S43,Cools air from turbocharger.,ZCL-SUS-42I4-LJ7,2024-11-29,1037.39,JPY,True,True,"Mecentley,Feramborghini,Nord,BMV,WV",False,True,True,False,False
Engine System,Valves K68,Control intake and exhaust of air/fuel mixture.,ZCL-PERF-DKV3-JG9,2022-09-30,1326.12,JPY,False,True,"Nord,BMV",True,True,True,True,True
Engine System,Spark Plugs L97,Ignite air/fuel mixture in combustion chamber.,ZCL-DRI-LAAG-8VU,2016-02-15,1332.77,JPY,True,False,"Nord,WV",False,True,False,True,False
Engine System,Oil Filter C7,Generic Oil Filter,ZCL-COL-R1XY-5YN,2021-02-19,1454.71,JPY,True,True,Mecentley,True,False,False,True,False
Engine System,Dipstick S44,Measures oil level.,ZCL-ELE-JZ07-38L,2020-06-28,1031.21,JPY,True,False,Nord,True,True,True,True,False
Engine System,Air Filter Y38,Generic Air Filter,ZCL-DRI-095N-O1V,2018-05-21,494.72,JPY,True,True,Mecentley,True,True,True,False,False
Engine System,Timing Belt / Chain L78,Synchronizes rotation of the crankshaft and camshaft.,ZCL-BRK-77A3-QOO,2022-01-01,868.33,JPY,False,False,"Nord,BMV,Feramborghini",True,False,True,True,True
Engine System,Valve Springs P90,Generic Valve Springs,ZCL-ELE-FJ8Z-4S9,2019-11-14,1785.67,JPY,True,True,"Feramborghini,WV,Mecentley,BMV",True,True,False,True,False
Engine System,Carburetor (older models) G8,Generic Carburetor (older models),ZCL-PERF-Q5XF-KE1,2018-09-04,1571.05,JPY,True,True,"BMV,Nord,WV,Mecentley,Feramborghini",False,False,False,True,True
Engine System,Distributor Z78,Distributes spark to the correct cylinder.,ZCL-TRN-LW4W-BJ3,2024-03-08,1403.62,JPY,True,True,"Mecentley,WV,BMV",True,False,False,False,False
Engine System,Air Filter B94,Generic Air Filter,ZCL-DRI-N925-SF9,2024-11-30,403.39,JPY,False,False,"Nord,Feramborghini,WV",False,True,True,True,True
Engine System,Supercharger B54,Boosts engine power via air compression.,ZCL-SUS-5MQC-P8E,2015-10-10,48.19,JPY,False,True,"BMV,Mecentley,Nord,Feramborghini,WV",True,True,False,False,True
Drivetrain,Performance Clutch Kit M53,Handles more torque from tuned engines.,ZCL-SUS-0S1V-NU1,2023-06-29,1770.38,JPY,True,False,"Mecentley,BMV,WV,Nord",False,False,False,False,False
Drivetrain,Aftermarket LSD T3,Improves grip in cornering and acceleration.,ZCL-DRI-5CX9-7DH,2025-08-10,1133.67,JPY,True,True,"Nord,Mecentley",False,False,False,True,False
Drivetrain,Aftermarket LSD S88,Improves grip in cornering and acceleration.,ZCL-BRK-ZNHP-7DE,2020-03-10,88.12,JPY,True,True,"Feramborghini,Mecentley",True,False,True,False,False
Drivetrain,Lightweight Flywheel Z44,Improves throttle response.,ZCL-SUS-6HDR-WLU,2022-12-30,1720.31,JPY,True,True,"Nord,BMV,Mecentley,WV",False,True,True,True,True
Drivetrain,Lightweight Flywheel J33,Improves throttle response.,ZCL-SUS-WNVA-PEO,2016-07-14,165.82,JPY,True,True,Nord,True,True,False,False,False
Performance Parts,Cold Air Intake G98,Increases engine airflow for better combustion.,ZCL-TRN-MECJ-KMD,2020-02-19,572.39,JPY,False,True,"Mecentley,BMV,WV",True,True,False,True,True
Performance Parts,Intercooler U28,Cools compressed air before it enters the engine.,ZCL-ELE-093M-LT9,2015-12-17,311.24,JPY,True,True,"Nord,Mecentley",True,False,True,False,False
Performance Parts,Turbocharger Kit L9,Forces extra air into combustion for more power.,ZCL-COL-Q7WG-0B9,2016-04-27,877.24,JPY,True,False,"Feramborghini,WV,Mecentley,Nord,BMV",True,False,False,True,False
Performance Parts,Turbocharger Kit R69,Forces extra air into combustion for more power.,ZCL-ENG-J78R-JXS,2019-09-08,1132.53,JPY,True,True,"Mecentley,Nord,BMV,WV,Feramborghini",True,True,False,True,True
Performance Parts,Turbocharger Kit I69,Forces extra air into combustion for more power.,ZCL-BRK-Q8QH-EQR,2019-01-24,299.54,JPY,True,True,"WV,Feramborghini,Mecentley,Nord",True,True,True,True,True
Performance Parts,Cold Air Intake U87,Increases engine airflow for better combustion.,ZCL-DRI-7VLC-ADR,2020-03-31,234.49,JPY,True,True,"BMV,WV,Nord,Feramborghini,Mecentley",False,True,True,False,True
Performance Parts,ECU Tuner X95,Modifies engine parameters for higher performance.,ZCL-SUS-EL6I-ZLX,2020-05-30,935.44,JPY,True,True,"BMV,Feramborghini,Nord,WV",True,True,True,False,True
Performance Parts,Performance Exhaust Y47,Reduces backpressure and improves exhaust flow.,ZCL-COL-UDDM-MCL,2025-12-28,364.91,JPY,False,True,"Mecentley,WV,Nord",True,True,False,False,False
Performance Parts,Blow-Off Valve J29,Releases excess turbo pressure to prevent damage.,ZCL-TRN-S21Z-5A3,2025-12-04,1958.83,JPY,True,True,"Feramborghini,WV,Nord,BMV,Mecentley",False,False,False,True,True
Performance Parts,ECU Tuner O83,Modifies engine parameters for higher performance.,ZCL-SUS-MGR5-JOG,2024-10-27,1408.46,JPY,True,False,"WV,Mecentley,Nord",False,False,False,False,False
Performance Parts,Performance Exhaust R92,Reduces backpressure and improves exhaust flow.,ZCL-COL-D8LA-XSD,2019-12-15,931.09,JPY,True,True,"Mecentley,BMV,WV,Nord,Feramborghini",True,True,True,False,True
Performance Parts,Cold Air Intake Q13,Increases engine airflow for better combustion.,ZCL-TRN-YZXA-ESB,2023-05-15,103.92,JPY,True,True,"Feramborghini,WV,Mecentley,Nord",True,True,False,False,False
Performance Parts,Blow-Off Valve L95,Releases excess turbo pressure to prevent damage.,ZCL-TRN-IUTE-CTV,2023-10-16,1719.63,JPY,True,True,"Mecentley,WV,Feramborghini,Nord,BMV",False,False,True,True,True
